num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_hour,flight_day,route,booking_origin,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete
4,Mobile,RoundTrip,318,5,14,T,LTNPRG,UAE,0,1,0,13.89,0
1,Mobile,OneWay,245,19,5,W,JFKDXB,France,1,1,0,13.64,0
1,Internet,RoundTrip,130,18,1,T,JFKDXB,France,1,1,0,4.52,0
1,Internet,OneWay,340,14,16,T,AUHBOM,UAE,0,1,0,3.42,1
3,Internet,RoundTrip,335,20,20,W,JFKDXB,UAE,1,1,0,4.89,0
4,Mobile,RoundTrip,131,7,9,M,JFKDXB,United Kingdom,0,1,1,5.27,1
1,Internet,RoundTrip,4,18,2,F,LHRBOM,United Kingdom,0,0,1,6.36,1
4,Mobile,RoundTrip,158,1,16,M,LTNPRG,India,0,0,0,8.64,1
3,Internet,RoundTrip,170,15,8,T,CDGSYD,USA,0,1,1,14.82,1
1,Internet,RoundTrip,247,6,14,M,AUHBOM,India,0,0,0,6.79,0
1,Internet,RoundTrip,54,20,4,S,LTNPRG,France,1,1,0,4.9,0
2,Mobile,RoundTrip,199,12,8,W,CDGSYD,United Kingdom,0,1,0,4.68,1
1,Internet,OneWay,115,4,16,M,LHRBOM,UAE,0,1,0,9.7,1
1,Internet,RoundTrip,181,7,19,T,AUHBOM,France,0,1,1,10.96,0
2,Mobile,OneWay,9,18,6,F,CDGSYD,UAE,1,1,0,7.98,1
4,Internet,RoundTrip,193,17,18,S,AUHBOM,UAE,1,0,1,12.59,0
4,Internet,RoundTrip,13,8,6,M,AUHBOM,India,0,1,1,2.2,1
3,Internet,RoundTrip,311,6,16,W,CDGSYD,UAE,0,0,0,9.93,1
2,Mobile,RoundTrip,260,1,9,M,AUHBOM,India,0,1,0,9.87,1
2,Internet,OneWay,336,3,16,T,CDGSYD,USA,0,1,1,13.69,0
3,Mobile,RoundTrip,239,1,6,W,AUHBOM,France,0,1,1,4.66,1
1,Internet,RoundTrip,357,7,1,F,LHRBOM,India,0,1,0,6.85,1
3,Mobile,RoundTrip,76,4,18,M,LTNPRG,France,0,0,1,8.42,1
4,Mobile,RoundTrip,3,1,0,F,CDGSYD,UAE,1,0,1,8.81,1
4,Internet,RoundTrip,329,16,12,S,LTNPRG,France,0,1,1,5.67,0
1,Mobile,RoundTrip,241,18,1,S,LHRBOM,France,0,0,0,8.63,0
2,Mobile,RoundTrip,251,18,12,T,CDGSYD,UAE,0,1,1,4.12,1
2,Mobile,RoundTrip,106,17,2,T,AUHBOM,United Kingdom,1,1,1,6.82,0
3,Internet,RoundTrip,123,3,3,F,JFKDXB,USA,0,0,1,14.28,1
1,Internet,RoundTrip,248,4,22,S,AUHBOM,United Kingdom,1,1,0,4.41,0
4,Internet,RoundTrip,149,17,21,M,JFKDXB,USA,1,1,1,3.78,1
4,Internet,RoundTrip,28,1,10,T,CDGSYD,India,1,0,0,2.39,1
2,Internet,OneWay,107,16,8,T,AUHBOM,India,1,1,0,11.52,0
2,Internet,RoundTrip,140,3,15,T,CDGSYD,USA,1,1,0,10.05,1
2,Internet,RoundTrip,303,2,8,T,LHRBOM,USA,0,1,1,4.62,1
1,Internet,RoundTrip,126,16,3,M,LHRBOM,USA,1,0,0,7.25,0
4,Internet,RoundTrip,180,15,5,M,JFKDXB,India,0,1,1,4.5,0
4,Mobile,RoundTrip,218,2,14,F,LTNPRG,USA,0,1,0,11.08,0
2,Mobile,RoundTrip,50,1,22,T,LHRBOM,USA,0,1,1,3.79,1
3,Internet,RoundTrip,212,18,15,W,LTNPRG,India,1,1,1,11.82,0
2,Internet,RoundTrip,74,6,13,M,JFKDXB,USA,0,1,0,6.42,1
1,Mobile,RoundTrip,320,20,18,S,AUHBOM,United Kingdom,0,1,1,8.18,1
2,Internet,RoundTrip,108,11,1,S,LTNPRG,United Kingdom,1,1,0,12.49,1
1,Internet,RoundTrip,111,20,14,F,LTNPRG,United Kingdom,1,0,1,8.91,1
4,Internet,RoundTrip,147,19,4,T,AUHBOM,USA,1,1,1,7.02,1
3,Internet,RoundTrip,132,13,9,W,CDGSYD,USA,1,0,1,6.98,0
4,Internet,RoundTrip,216,3,11,M,JFKDXB,United Kingdom,1,1,0,8.8,1
1,Mobile,OneWay,264,18,16,T,LTNPRG,United Kingdom,0,1,1,4.14,0
3,Internet,RoundTrip,351,7,4,T,LHRBOM,UAE,0,1,0,5.61,0
3,Internet,RoundTrip,324,6,21,M,AUHBOM,USA,0,0,0,9.24,1
3,Mobile,RoundTrip,96,12,13,S,LTNPRG,India,0,1,1,4.64,0
4,Mobile,RoundTrip,220,8,8,F,AUHBOM,USA,1,1,0,9.97,0
2,Internet,RoundTrip,120,15,7,T,LTNPRG,France,0,1,1,5.34,1
1,Internet,OneWay,294,6,2,S,AUHBOM,India,0,1,1,10.28,1
1,Internet,RoundTrip,9,19,8,T,LTNPRG,UAE,0,1,1,3.61,1
2,Internet,RoundTrip,363,2,2,F,JFKDXB,United Kingdom,0,1,1,8.53,0
1,Internet,RoundTrip,136,10,18,S,LTNPRG,France,0,0,1,11.75,0
1,Mobile,RoundTrip,272,20,18,W,LHRBOM,USA,1,1,0,6.1,1
1,Internet,RoundTrip,246,17,12,S,CDGSYD,UAE,0,1,0,11.93,0
2,Internet,OneWay,134,17,22,S,LTNPRG,USA,0,0,1,6.29,0
1,Mobile,OneWay,351,13,2,T,LTNPRG,UAE,0,0,1,12.04,0
2,Internet,RoundTrip,98,12,20,F,LTNPRG,USA,0,1,1,13.27,0
3,Mobile,RoundTrip,270,5,8,T,LHRBOM,India,0,0,0,2.62,1
2,Mobile,RoundTrip,339,6,17,S,LHRBOM,UAE,1,0,1,5.44,0
1,Internet,RoundTrip,43,12,20,T,CDGSYD,United Kingdom,1,0,0,14.57,0
3,Internet,RoundTrip,334,7,2,W,AUHBOM,United Kingdom,0,1,0,3.22,1
1,Mobile,RoundTrip,324,7,19,S,JFKDXB,France,0,1,1,3.69,1
3,Mobile,OneWay,139,14,22,T,LHRBOM,United Kingdom,1,1,1,2.2,0
2,Mobile,RoundTrip,306,15,17,F,LTNPRG,India,1,1,1,5.46,0
2,Internet,OneWay,3,10,3,W,JFKDXB,United Kingdom,0,1,1,9.66,0
1,Mobile,OneWay,69,6,19,W,JFKDXB,USA,1,1,1,5.32,0
2,Internet,RoundTrip,274,4,6,S,LTNPRG,UAE,1,1,1,14.59,1
1,Internet,RoundTrip,341,6,2,M,LTNPRG,USA,1,0,1,7.99,1
3,Internet,RoundTrip,46,7,14,S,LTNPRG,United Kingdom,0,0,1,9.96,1
1,Internet,OneWay,260,19,2,M,JFKDXB,India,1,0,0,4.98,0
3,Internet,RoundTrip,38,7,13,S,LTNPRG,India,0,0,1,10.2,1
2,Internet,OneWay,285,19,0,S,JFKDXB,India,1,0,0,5.54,0
3,Mobile,RoundTrip,327,11,17,F,LTNPRG,UAE,0,1,1,14.22,1
3,Internet,RoundTrip,168,10,2,F,JFKDXB,UAE,0,1,1,12.67,1
3,Internet,OneWay,37,6,15,M,AUHBOM,France,0,0,1,2.15,0
4,Internet,RoundTrip,74,16,18,W,JFKDXB,USA,0,0,0,7.35,0
3,Internet,RoundTrip,185,17,2,S,LTNPRG,India,0,1,0,7.39,0
4,Mobile,RoundTrip,291,20,0,F,JFKDXB,France,0,1,0,9.08,0
2,Mobile,RoundTrip,190,17,20,T,LHRBOM,United Kingdom,0,1,1,12.45,0
4,Internet,RoundTrip,174,2,10,S,CDGSYD,India,1,0,0,13.31,0
2,Mobile,RoundTrip,219,18,11,W,CDGSYD,USA,0,0,0,9.52,1
3,Mobile,RoundTrip,353,13,5,F,LTNPRG,United Kingdom,0,1,0,11.06,0
2,Internet,RoundTrip,288,11,10,F,AUHBOM,USA,1,1,0,5.71,0
4,Mobile,RoundTrip,56,6,19,T,LHRBOM,USA,0,1,1,3.13,0
2,Internet,RoundTrip,72,11,19,M,JFKDXB,India,1,1,1,2.09,1
3,Mobile,RoundTrip,130,17,18,S,AUHBOM,USA,0,0,0,2.3,1
1,Internet,OneWay,99,12,6,S,LTNPRG,France,1,1,1,11.47,1
3,Internet,RoundTrip,268,3,17,M,CDGSYD,UAE,0,1,0,4.7,0
1,Internet,OneWay,362,16,10,T,AUHBOM,UAE,1,1,0,11.2,0
2,Mobile,RoundTrip,209,16,8,T,JFKDXB,India,1,0,1,3.2,1
1,Internet,RoundTrip,325,14,7,S,LHRBOM,France,1,0,0,12.56,0
2,Internet,RoundTrip,158,5,21,T,LHRBOM,India,1,1,1,10.13,1
2,Internet,RoundTrip,251,6,3,T,AUHBOM,France,0,1,0,6.93,0
2,Mobile,RoundTrip,256,10,20,F,AUHBOM,USA,0,1,1,12.7,1
2,Internet,OneWay,107,18,20,S,LHRBOM,United Kingdom,1,1,1,11.03,0
1,Mobile,RoundTrip,267,17,14,T,CDGSYD,USA,1,0,1,12.85,1
3,Internet,OneWay,195,2,0,W,AUHBOM,France,0,1,0,11.23,1
4,Internet,RoundTrip,211,2,14,T,LHRBOM,India,1,1,0,2.65,1
2,Internet,RoundTrip,92,1,2,T,CDGSYD,UAE,0,1,1,9.39,0
1,Internet,RoundTrip,117,19,7,T,LHRBOM,France,1,0,0,9.06,1
1,Internet,RoundTrip,313,18,1,S,LHRBOM,United Kingdom,1,1,0,12.69,0
3,Mobile,RoundTrip,226,5,16,T,AUHBOM,France,1,1,0,4.33,0
4,Internet,OneWay,48,19,11,S,JFKDXB,United Kingdom,1,0,0,4.93,0
4,Mobile,OneWay,199,11,21,W,LTNPRG,United Kingdom,1,0,1,3.24,1
2,Internet,RoundTrip,226,7,15,T,CDGSYD,India,1,0,1,7.87,0
2,Mobile,RoundTrip,291,15,7,M,LHRBOM,United Kingdom,1,0,0,2.07,1
1,Mobile,RoundTrip,311,2,17,T,LHRBOM,USA,0,0,0,10.05,0
1,Mobile,RoundTrip,238,3,6,T,JFKDXB,India,0,1,1,3.97,1
4,Internet,RoundTrip,5,6,6,W,CDGSYD,USA,0,1,0,3.97,1
2,Mobile,RoundTrip,181,13,6,S,LHRBOM,USA,1,1,1,3.29,1
2,Internet,OneWay,76,17,16,F,CDGSYD,USA,1,1,1,7.94,0
2,Internet,RoundTrip,7,11,22,T,LTNPRG,United Kingdom,0,1,1,4.8,1
2,Internet,RoundTrip,337,9,19,T,AUHBOM,France,0,1,1,2.46,1
4,Internet,OneWay,61,12,12,T,CDGSYD,France,1,1,1,4.88,1
4,Mobile,RoundTrip,90,1,0,S,LHRBOM,India,0,1,1,11.44,0
3,Internet,RoundTrip,123,14,22,W,LTNPRG,United Kingdom,1,0,1,2.07,0
2,Mobile,OneWay,170,17,8,F,AUHBOM,USA,1,1,1,5.28,1
3,Internet,RoundTrip,219,9,14,S,LHRBOM,USA,0,0,1,4.95,0
2,Mobile,RoundTrip,113,13,9,S,LHRBOM,United Kingdom,0,1,0,5.36,0
3,Internet,RoundTrip,289,6,6,F,AUHBOM,France,1,1,0,4.87,1
1,Internet,OneWay,58,19,6,M,AUHBOM,USA,1,0,0,6.59,1
3,Mobile,RoundTrip,350,4,13,S,JFKDXB,United Kingdom,0,1,0,11.98,0
1,Mobile,RoundTrip,312,3,9,S,CDGSYD,USA,1,0,0,10.29,1
3,Internet,RoundTrip,219,19,3,F,JFKDXB,France,1,1,1,6.27,0
3,Internet,RoundTrip,18,11,8,F,LTNPRG,France,0,1,0,11.31,0
1,Internet,RoundTrip,266,9,10,T,LHRBOM,France,1,1,1,6.34,0
3,Internet,RoundTrip,257,17,14,M,JFKDXB,France,1,0,1,8.16,0
1,Mobile,OneWay,227,6,10,S,LHRBOM,United Kingdom,0,1,1,9.8,0
2,Mobile,RoundTrip,102,6,4,W,LHRBOM,United Kingdom,0,1,0,9.24,1
1,Internet,OneWay,157,2,13,F,JFKDXB,UAE,1,1,0,6.9,1
3,Internet,OneWay,152,11,19,T,LHRBOM,France,0,1,1,5.43,1
3,Internet,OneWay,222,16,8,F,CDGSYD,France,1,0,0,10.52,0
2,Mobile,RoundTrip,121,20,14,M,CDGSYD,United Kingdom,1,0,0,7.16,0
4,Internet,RoundTrip,146,11,10,F,CDGSYD,France,1,1,1,9.54,1
3,Mobile,OneWay,331,2,6,T,LTNPRG,UAE,1,1,0,7.37,1
3,Internet,RoundTrip,166,4,20,T,LTNPRG,India,1,1,0,12.29,0
1,Internet,RoundTrip,217,6,22,S,CDGSYD,USA,1,0,1,14.21,1
3,Internet,RoundTrip,332,18,4,F,LHRBOM,United Kingdom,0,1,1,14.27,0
3,Mobile,RoundTrip,344,12,14,S,CDGSYD,UAE,0,0,1,2.47,0
4,Internet,RoundTrip,206,19,21,F,JFKDXB,UAE,0,1,0,8.16,1
3,Internet,OneWay,97,17,12,S,LTNPRG,UAE,0,0,1,6.73,1
1,Internet,RoundTrip,37,18,12,S,JFKDXB,UAE,0,1,1,3.18,1
3,Internet,RoundTrip,314,6,22,S,CDGSYD,India,1,0,0,12.9,1
1,Mobile,RoundTrip,191,12,14,S,AUHBOM,USA,0,1,0,10.68,1
2,Internet,OneWay,207,2,19,T,LHRBOM,United Kingdom,1,0,0,9.4,0
4,Internet,RoundTrip,347,8,2,T,LHRBOM,USA,0,0,0,13.96,0
4,Internet,RoundTrip,136,7,13,M,JFKDXB,United Kingdom,0,0,1,10.36,1
4,Internet,OneWay,37,4,3,F,LTNPRG,USA,0,1,1,13.96,0
2,Internet,OneWay,246,2,4,F,LTNPRG,United Kingdom,0,1,0,10.71,1
3,Internet,RoundTrip,354,8,16,W,JFKDXB,France,1,1,1,3.02,0
3,Internet,RoundTrip,62,2,20,M,CDGSYD,UAE,1,1,0,2.23,1
1,Internet,RoundTrip,360,13,20,S,LHRBOM,United Kingdom,1,1,1,13.39,1
4,Internet,OneWay,197,6,17,M,JFKDXB,United Kingdom,1,0,1,8.96,0
4,Internet,RoundTrip,205,5,11,F,LHRBOM,UAE,1,1,1,6.31,1
1,Internet,RoundTrip,350,3,9,S,JFKDXB,France,1,1,1,9.81,0
4,Internet,RoundTrip,122,10,3,S,LTNPRG,UAE,0,1,1,7.68,1
2,Internet,RoundTrip,272,4,18,T,JFKDXB,India,0,0,1,5.84,1
3,Internet,RoundTrip,4,12,18,F,LTNPRG,USA,0,0,1,6.56,1
3,Internet,RoundTrip,245,20,2,S,LHRBOM,UAE,1,0,1,10.11,0
1,Internet,RoundTrip,6,15,21,F,CDGSYD,USA,0,0,1,10.3,1
1,Internet,OneWay,2,3,7,W,LTNPRG,India,1,0,1,14.13,1
3,Internet,RoundTrip,142,2,15,M,LTNPRG,France,0,1,1,12.35,1
4,Internet,OneWay,136,18,2,T,LTNPRG,USA,0,0,0,11.72,0
4,Internet,RoundTrip,286,18,4,F,JFKDXB,UAE,1,0,0,12.31,0
2,Internet,RoundTrip,325,8,13,T,LTNPRG,India,0,0,1,2.22,1
4,Internet,RoundTrip,344,10,9,W,AUHBOM,France,1,0,1,14.75,0
2,Mobile,RoundTrip,227,8,0,W,JFKDXB,UAE,1,1,0,14.45,1
3,Internet,OneWay,57,12,21,T,CDGSYD,India,1,0,0,5.01,0
2,Internet,RoundTrip,245,5,20,M,CDGSYD,France,1,0,0,12.94,1
3,Internet,OneWay,178,19,4,W,JFKDXB,United Kingdom,1,0,0,6.93,0
3,Mobile,RoundTrip,193,9,14,S,LTNPRG,France,0,0,1,11.31,0
3,Internet,RoundTrip,183,4,3,W,LTNPRG,France,0,1,1,5.44,0
2,Internet,RoundTrip,322,7,16,S,AUHBOM,India,1,0,0,14.24,0
3,Internet,RoundTrip,139,18,16,S,LHRBOM,UAE,0,0,1,13.65,1
3,Internet,OneWay,352,6,17,S,LTNPRG,United Kingdom,0,1,1,12.61,1
2,Internet,RoundTrip,197,17,12,T,CDGSYD,USA,0,1,1,2.76,0
3,Mobile,RoundTrip,251,16,0,W,LHRBOM,UAE,0,0,1,2.9,1
1,Mobile,OneWay,337,20,4,T,LTNPRG,India,0,0,0,8.87,1
4,Mobile,RoundTrip,297,4,22,T,LTNPRG,United Kingdom,1,0,0,13.43,0
1,Internet,RoundTrip,160,8,14,S,CDGSYD,India,0,1,0,4.86,1
4,Internet,RoundTrip,75,17,7,S,JFKDXB,United Kingdom,1,1,0,3.69,0
4,Mobile,RoundTrip,51,3,21,M,LTNPRG,India,1,1,1,7.96,0
4,Internet,OneWay,133,1,9,S,CDGSYD,France,0,1,1,14.14,0
1,Mobile,RoundTrip,243,1,19,W,LTNPRG,France,0,0,1,14.28,1
1,Internet,RoundTrip,291,2,18,T,AUHBOM,France,0,0,0,14.1,1
1,Internet,OneWay,12,16,0,W,LHRBOM,India,1,1,0,8.62,1
2,Internet,RoundTrip,169,7,21,W,LHRBOM,USA,1,0,0,14.19,0
4,Mobile,RoundTrip,343,3,20,T,CDGSYD,United Kingdom,0,1,0,14.76,1
4,Internet,OneWay,300,15,22,W,JFKDXB,USA,1,1,1,13.83,1
3,Internet,RoundTrip,343,7,14,S,CDGSYD,France,1,0,1,7.68,1
4,Internet,RoundTrip,349,3,16,M,LTNPRG,United Kingdom,1,0,1,5.26,1
1,Internet,OneWay,34,20,6,F,JFKDXB,UAE,1,0,0,11.77,1
4,Internet,RoundTrip,248,12,3,S,LHRBOM,France,0,1,0,5.41,0
2,Mobile,OneWay,201,9,2,F,JFKDXB,India,1,0,1,6.59,0
3,Internet,RoundTrip,174,19,4,T,AUHBOM,USA,1,0,0,8.98,1
4,Mobile,RoundTrip,291,5,22,F,LTNPRG,France,0,1,1,13.2,1
3,Mobile,RoundTrip,341,12,6,T,LTNPRG,France,1,1,0,8.24,1
2,Internet,RoundTrip,170,16,0,W,LTNPRG,United Kingdom,0,0,0,3.02,1
3,Internet,OneWay,237,1,15,S,AUHBOM,UAE,1,0,0,9.54,0
2,Internet,RoundTrip,175,6,4,F,LHRBOM,UAE,0,0,1,3.01,1
3,Internet,RoundTrip,232,2,11,M,AUHBOM,France,0,0,1,5.09,0
2,Internet,RoundTrip,354,11,15,S,LHRBOM,France,0,0,0,3.44,1
2,Mobile,RoundTrip,296,14,13,T,AUHBOM,France,0,0,0,9.54,1
1,Mobile,RoundTrip,84,4,17,T,AUHBOM,United Kingdom,0,0,1,5.2,0
2,Mobile,RoundTrip,316,3,0,T,LTNPRG,USA,0,1,1,10.0,1
3,Internet,RoundTrip,192,10,6,T,AUHBOM,India,0,1,0,10.61,1
4,Internet,OneWay,213,8,9,T,LHRBOM,USA,1,1,0,8.18,0
1,Mobile,OneWay,42,3,16,T,LHRBOM,United Kingdom,1,1,0,2.03,0
1,Internet,RoundTrip,162,14,12,S,JFKDXB,United Kingdom,0,0,1,2.4,0
3,Internet,OneWay,111,16,17,M,AUHBOM,UAE,1,0,1,8.26,1
3,Internet,RoundTrip,32,9,17,W,LTNPRG,UAE,1,1,0,4.73,0
1,Internet,RoundTrip,310,8,18,M,LTNPRG,USA,0,1,0,8.27,1
2,Internet,RoundTrip,48,4,13,T,JFKDXB,United Kingdom,1,0,1,9.5,1
1,Internet,OneWay,261,7,17,F,AUHBOM,France,0,1,1,8.06,1
1,Internet,RoundTrip,272,11,15,T,AUHBOM,United Kingdom,0,1,1,8.99,1
1,Mobile,RoundTrip,223,20,0,W,JFKDXB,India,0,0,0,14.56,1
3,Mobile,RoundTrip,306,4,6,M,LHRBOM,India,1,1,1,10.22,1
4,Internet,RoundTrip,42,17,20,F,LHRBOM,UAE,0,1,0,4.56,1
2,Mobile,RoundTrip,6,11,2,T,LHRBOM,United Kingdom,0,0,1,4.11,0
1,Mobile,RoundTrip,310,12,12,T,LTNPRG,United Kingdom,0,1,1,14.36,0
4,Internet,OneWay,67,7,17,M,LHRBOM,UAE,1,1,0,14.75,1
2,Internet,RoundTrip,109,19,9,T,LHRBOM,India,1,1,1,7.96,1
1,Internet,RoundTrip,252,2,4,S,LTNPRG,United Kingdom,0,0,0,13.2,1
1,Internet,OneWay,195,5,0,F,CDGSYD,France,0,1,0,10.28,0
2,Mobile,RoundTrip,74,7,15,T,JFKDXB,France,0,0,1,2.57,0
3,Internet,RoundTrip,85,12,13,T,JFKDXB,USA,0,1,0,12.05,1
2,Internet,RoundTrip,305,9,15,T,CDGSYD,France,1,0,0,6.8,1
2,Internet,RoundTrip,190,19,3,S,AUHBOM,UAE,1,1,1,9.51,0
2,Internet,RoundTrip,336,4,10,S,JFKDXB,France,1,0,0,13.57,0
4,Mobile,RoundTrip,205,12,12,W,AUHBOM,United Kingdom,1,1,0,8.85,0
3,Internet,OneWay,242,10,19,F,LTNPRG,USA,0,1,1,9.61,0
3,Internet,OneWay,124,7,4,S,LHRBOM,India,0,1,1,12.5,0
2,Internet,RoundTrip,11,1,15,W,CDGSYD,India,0,1,1,12.48,1
3,Internet,RoundTrip,185,17,15,T,JFKDXB,France,0,1,1,10.18,1
4,Internet,RoundTrip,266,5,13,W,JFKDXB,UAE,0,0,0,2.49,1
3,Internet,OneWay,148,3,2,T,CDGSYD,India,1,0,1,13.37,1
4,Internet,RoundTrip,314,12,2,W,JFKDXB,India,1,1,1,10.12,1
1,Internet,RoundTrip,254,4,13,T,JFKDXB,India,1,1,1,9.08,0
4,Mobile,RoundTrip,185,13,14,T,CDGSYD,UAE,0,1,1,13.03,0
4,Internet,RoundTrip,198,15,14,W,LTNPRG,USA,1,0,1,6.9,0
3,Internet,RoundTrip,83,5,17,T,LHRBOM,India,1,1,1,3.28,1
4,Internet,RoundTrip,320,2,9,W,JFKDXB,United Kingdom,0,1,0,5.34,1
3,Mobile,RoundTrip,22,2,6,T,JFKDXB,India,0,1,1,13.86,0
2,Internet,RoundTrip,19,2,21,T,LHRBOM,USA,1,0,1,12.27,0
3,Internet,OneWay,286,10,15,S,CDGSYD,United Kingdom,0,1,1,8.37,0
3,Internet,RoundTrip,10,8,12,S,JFKDXB,United Kingdom,0,0,0,12.67,1
1,Internet,OneWay,186,16,12,F,CDGSYD,India,1,1,0,13.33,1
1,Mobile,RoundTrip,69,8,17,T,JFKDXB,United Kingdom,0,0,0,12.4,1
2,Internet,RoundTrip,248,14,7,W,AUHBOM,India,0,1,0,14.95,0
3,Mobile,RoundTrip,44,10,10,M,JFKDXB,United Kingdom,0,1,1,14.47,0
1,Mobile,RoundTrip,97,9,0,F,LHRBOM,France,1,1,0,9.3,1
4,Internet,RoundTrip,192,15,18,T,CDGSYD,USA,0,1,0,10.68,1
1,Mobile,RoundTrip,138,11,11,M,LTNPRG,USA,1,1,0,14.87,0
4,Internet,RoundTrip,73,12,20,S,AUHBOM,France,0,1,0,13.8,0
3,Mobile,OneWay,23,10,6,T,JFKDXB,USA,1,0,1,8.26,1
2,Internet,RoundTrip,6,15,9,M,AUHBOM,United Kingdom,1,1,1,4.91,0
2,Internet,RoundTrip,70,7,1,F,JFKDXB,France,1,1,0,4.17,0
3,Internet,OneWay,103,1,22,F,LTNPRG,India,1,1,1,3.81,0
1,Internet,RoundTrip,44,9,7,T,LTNPRG,USA,0,0,0,2.26,0
3,Internet,OneWay,186,7,3,T,AUHBOM,France,1,1,1,11.77,1
3,Mobile,RoundTrip,323,18,14,M,LTNPRG,India,0,0,0,8.93,0
1,Internet,RoundTrip,260,20,19,T,CDGSYD,France,1,0,0,7.9,0
4,Internet,RoundTrip,112,5,2,W,CDGSYD,France,1,1,1,2.02,1
3,Internet,RoundTrip,160,9,12,W,JFKDXB,India,1,0,0,8.16,0
1,Internet,RoundTrip,281,9,10,S,CDGSYD,United Kingdom,1,1,1,2.19,0
3,Internet,RoundTrip,351,5,3,S,JFKDXB,USA,0,1,0,10.97,1
2,Mobile,RoundTrip,201,1,6,S,CDGSYD,France,0,0,1,14.82,1
4,Internet,RoundTrip,73,20,14,T,JFKDXB,United Kingdom,0,0,1,13.57,0
2,Internet,RoundTrip,316,14,22,S,CDGSYD,France,0,0,0,4.51,0
4,Internet,RoundTrip,188,9,3,T,LHRBOM,USA,0,1,0,10.32,0
4,Internet,RoundTrip,11,4,14,S,LHRBOM,United Kingdom,1,1,1,5.47,1
1,Internet,RoundTrip,93,10,20,F,AUHBOM,USA,1,1,1,9.03,1
2,Mobile,RoundTrip,194,6,17,F,LTNPRG,USA,0,1,0,7.97,1
1,Internet,RoundTrip,294,5,18,M,LHRBOM,India,0,1,1,5.35,1
2,Mobile,RoundTrip,311,20,21,T,LTNPRG,India,1,1,0,9.01,1
1,Internet,RoundTrip,69,14,15,S,LTNPRG,United Kingdom,1,1,1,10.81,1
3,Internet,OneWay,264,7,0,T,LTNPRG,France,0,0,0,10.92,0
1,Mobile,RoundTrip,351,5,5,W,CDGSYD,UAE,0,0,0,4.37,0
3,Mobile,RoundTrip,291,16,9,F,CDGSYD,UAE,0,1,1,2.27,0
2,Mobile,RoundTrip,261,13,22,S,CDGSYD,United Kingdom,1,0,1,12.35,1
4,Mobile,RoundTrip,290,18,4,W,AUHBOM,UAE,0,1,1,10.58,1
4,Mobile,RoundTrip,203,16,19,S,LHRBOM,United Kingdom,1,0,1,7.9,0
3,Mobile,OneWay,221,9,14,F,LTNPRG,France,0,1,0,10.24,0
2,Internet,RoundTrip,194,14,16,T,LHRBOM,France,0,0,1,13.51,0
3,Mobile,OneWay,348,8,2,T,LHRBOM,United Kingdom,0,0,0,6.75,0
3,Internet,OneWay,132,2,8,S,CDGSYD,United Kingdom,1,1,1,7.8,1
1,Internet,RoundTrip,283,1,10,S,LHRBOM,India,0,0,0,8.79,1
2,Internet,RoundTrip,8,2,11,S,LTNPRG,UAE,0,1,1,10.93,1
4,Mobile,RoundTrip,153,19,20,M,AUHBOM,United Kingdom,1,1,0,8.4,1
2,Mobile,OneWay,334,17,7,S,LHRBOM,USA,0,1,0,11.28,1
1,Internet,RoundTrip,89,8,19,T,LTNPRG,France,0,1,1,5.56,0
4,Mobile,RoundTrip,290,19,19,T,AUHBOM,UAE,1,1,0,3.59,1
4,Mobile,RoundTrip,183,15,14,W,LHRBOM,India,1,1,1,2.82,1
3,Internet,RoundTrip,50,3,7,F,CDGSYD,India,0,0,1,3.08,1
3,Internet,RoundTrip,39,5,2,T,CDGSYD,UAE,0,0,0,2.28,0
2,Internet,OneWay,45,8,5,M,JFKDXB,United Kingdom,1,0,0,14.76,0
2,Mobile,RoundTrip,170,17,13,W,AUHBOM,USA,0,1,1,11.86,0
4,Internet,OneWay,113,14,4,S,AUHBOM,France,1,0,1,8.99,0
4,Mobile,RoundTrip,326,8,20,M,AUHBOM,USA,1,1,1,5.41,1
2,Internet,RoundTrip,278,17,9,T,JFKDXB,France,0,1,1,11.5,0
2,Mobile,RoundTrip,53,7,6,M,LTNPRG,France,1,1,1,14.95,1
1,Internet,RoundTrip,184,19,14,S,LHRBOM,UAE,1,1,1,6.7,0
1,Mobile,RoundTrip,279,15,3,S,JFKDXB,France,0,0,0,6.96,1
2,Internet,RoundTrip,239,14,19,S,CDGSYD,UAE,1,0,0,13.06,0
3,Internet,RoundTrip,4,2,12,M,CDGSYD,UAE,0,0,1,7.02,1
3,Mobile,OneWay,3,3,21,S,LTNPRG,USA,0,0,1,13.43,0
4,Mobile,RoundTrip,213,20,19,S,CDGSYD,UAE,1,0,1,4.21,0
2,Mobile,RoundTrip,337,16,1,S,LTNPRG,USA,0,0,0,13.88,0
1,Internet,RoundTrip,19,6,20,S,LHRBOM,United Kingdom,0,0,0,3.77,1
4,Internet,RoundTrip,61,18,1,S,LHRBOM,United Kingdom,1,0,0,11.56,1
4,Internet,OneWay,69,7,18,M,LTNPRG,USA,0,1,1,6.13,0
3,Internet,OneWay,117,8,8,F,LTNPRG,India,1,0,1,12.53,0
1,Internet,OneWay,325,7,7,S,LHRBOM,France,1,1,1,4.2,1
2,Mobile,OneWay,345,10,18,F,LHRBOM,United Kingdom,1,0,0,10.25,1
